,KENYA NAIROBI SE (NSE20) - PRICE INDEX,KENYA NAIROBI SE ALL SHARE - PRICE INDEX,FTSE/JSE ALL SHARE - PRICE INDEX,EGX 100 IDX - PRICE INDEX,EGX 20 CAPPED IDX 'DEAD' - PRICE INDEX,EGX 70 IDX - PRICE INDEX,BRVM COMPOSITE - PRICE INDEX,BRVM TOP TEN - PRICE INDEX,GHANA COMPOSITE GSE-CI - PRICE INDEX,MAURITIUS SE SEM 10 - PRICE INDEX,MOROCCO ALL SHARE (MASI) - PRICE INDEX,NIGERIA SE 30 INDEX - PRICE INDEX,NIGERIA ALL SHARE - PRICE INDEX,ZM LUSAKA SE ALL SHARE INDEX NADJ,BOTSWANA SE DMS COS. IDX. - PRICE INDEX,TUNISIA TUNINDEX - PRICE INDEX,TUNISIA TUNINDEX 20 - PRICE INDEX
CURRENCY,KS,KS,R,E?,E?,E?,,,,,,,,,,,
08-10-99,2370.54,NA,7160.42,NA,NA,NA,87.15,90.2,NA,98.21,NA,NA,NA,5800.24,NA,1166.93,NA
11-10-99,2370.54,NA,7208.82,NA,NA,NA,87.32,90.5,NA,98.68,NA,NA,NA,5772.35,NA,1171.64,NA
12-10-99,2347.43,NA,7178.96,NA,NA,NA,87.32,90.5,NA,98.61,NA,NA,NA,5744.56,NA,1174.83,NA
13-10-99,2350.96,NA,7082.81,NA,NA,NA,87.96,91.37,NA,98.66,NA,NA,NA,5734.68,NA,1178.62,NA
14-10-99,2350.96,NA,6997.67,NA,NA,NA,87.96,91.37,NA,98.57,NA,NA,NA,5553.74,NA,1180.99,NA
15-10-99,2370.1,NA,6815.55,NA,NA,NA,87.9,91.37,NA,98.83,NA,NA,NA,5575.15,NA,1185.34,NA
18-10-99,2374.14,NA,6793.03,NA,NA,NA,88.03,91.5,NA,98.92,NA,NA,NA,5534.39,NA,1188.12,NA
19-10-99,2374.14,NA,6851.8,NA,NA,NA,88.03,91.5,NA,98.48,NA,NA,NA,5010.75,NA,1195.19,NA
20-10-99,2374.14,NA,6873.68,NA,NA,NA,88.08,91.53,NA,98.63,NA,NA,NA,4964.44,NA,1189.63,NA
21-10-99,2358.89,NA,6774.06,NA,NA,NA,88.08,91.53,NA,98.7,NA,NA,NA,4753.24,NA,1195,NA
22-10-99,2352.09,NA,6840.48,NA,NA,NA,88.25,91.82,NA,98.76,NA,NA,NA,4697.77,NA,1193.45,NA
25-10-99,2346.34,NA,6839.52,NA,NA,NA,87.77,92.04,NA,98.67,NA,NA,NA,4384.03,NA,1197.73,NA
26-10-99,2329.11,NA,6879.6,NA,NA,NA,87.77,92.04,NA,98.56,NA,NA,NA,4320.35,NA,1199.28,NA
27-10-99,2324.74,NA,6857.21,NA,NA,NA,87.64,92.07,NA,98.45,NA,NA,NA,4306.88,NA,1200.77,NA
28-10-99,2322.43,NA,6910.07,NA,NA,NA,87.64,92.07,NA,97.65,NA,NA,NA,4197.25,NA,1200.76,NA
29-10-99,2309.33,NA,6948.86,NA,NA,NA,87.68,92.07,NA,97.2,NA,NA,NA,4158.51,NA,1204.72,NA
01-11-99,2309.33,NA,6957.13,NA,NA,NA,87.68,92.07,NA,97.2,NA,NA,NA,4071.44,NA,1207.95,NA
02-11-99,2294.9,NA,6938.06,NA,NA,NA,87.68,92.07,NA,97.42,NA,NA,NA,4216.62,NA,1209.07,NA
03-11-99,2286.1,NA,6928.62,NA,NA,NA,87.36,92.4,NA,97.97,NA,NA,NA,4414.49,NA,1200.92,NA
04-11-99,2287.56,NA,7023.41,NA,NA,NA,87.36,92.4,NA,98.83,NA,NA,NA,4570.08,NA,1191.94,NA
05-11-99,2283.04,NA,7025.46,NA,NA,NA,87.27,92.01,NA,99.34,NA,NA,NA,4718.24,NA,1176.16,NA
08-11-99,2274.94,NA,7047.83,NA,NA,NA,87.27,92.01,NA,99.21,NA,NA,NA,4759.65,NA,1170.04,NA
09-11-99,2285.52,NA,7169.93,NA,NA,NA,87.27,92.01,NA,99.28,NA,NA,NA,4748.79,NA,1176.68,NA
10-11-99,2281.96,NA,7081.87,NA,NA,NA,87.27,92.01,NA,99.4,NA,NA,NA,4901.14,NA,1185.79,NA
11-11-99,2280.01,NA,7113.55,NA,NA,NA,87.27,92.01,NA,99.01,NA,NA,NA,4974.02,NA,1188.39,NA
12-11-99,2283.79,NA,7084.09,NA,NA,NA,87.27,92.01,NA,99.06,NA,NA,NA,5127.27,NA,1188.27,NA
15-11-99,2276.07,NA,7162.84,NA,NA,NA,87.27,92.01,NA,99.19,NA,NA,NA,5347.15,NA,1188.46,NA
16-11-99,2283.52,NA,7195.29,NA,NA,NA,87.27,92.01,NA,99.42,NA,NA,NA,5327.57,NA,1188.45,NA
17-11-99,2282.46,NA,7247.27,NA,NA,NA,87.27,92.01,NA,99.42,NA,NA,NA,5326.76,NA,1180.84,NA
18-11-99,2288.01,NA,7299.2,NA,NA,NA,87.27,92.01,NA,99.65,NA,NA,NA,5586.64,NA,1180.84,NA
19-11-99,2296.73,NA,7351.99,NA,NA,NA,87.33,91.27,NA,100.35,NA,NA,NA,5548.02,NA,1188.82,NA
22-11-99,2296.73,NA,7313.86,NA,NA,NA,87.47,91.49,NA,100.35,NA,NA,NA,5582.09,NA,1182.85,NA
23-11-99,2299.95,NA,7310.66,NA,NA,NA,87.47,91.49,NA,99.89,NA,NA,NA,5549.25,NA,1182.85,NA
24-11-99,2314.21,NA,7328.62,NA,NA,NA,87.77,92.01,NA,100.17,NA,NA,NA,5455.83,NA,1182,NA
25-11-99,2289.41,NA,7315.83,NA,NA,NA,87.77,92.01,NA,100.2,NA,NA,NA,5451.62,NA,1180.45,NA
26-11-99,2293.08,NA,7417.82,NA,NA,NA,87.71,91.91,NA,100.81,NA,NA,NA,5230.77,NA,1183.09,NA
29-11-99,2296.66,NA,7409.79,NA,NA,NA,87.7,91.91,NA,101.8,NA,NA,NA,5468.17,NA,1182.7,NA
30-11-99,2294.12,NA,7405.91,NA,NA,NA,87.7,91.91,NA,101.67,NA,NA,NA,5229.03,NA,1186.82,NA
01-12-99,2296.74,NA,7463.33,NA,NA,NA,87.64,91.81,NA,101.9,NA,NA,NA,5278.33,NA,1189.46,NA
02-12-99,2294.41,NA,7554.24,NA,NA,NA,87.64,91.81,NA,101.93,NA,NA,NA,5248.39,NA,1195.33,NA
03-12-99,2297.22,NA,7566.66,NA,NA,NA,87.23,91.81,NA,101.93,NA,NA,NA,5677.98,NA,1194.7,NA
06-12-99,2300.14,NA,7638.41,NA,NA,NA,87.55,92.41,NA,102.31,NA,NA,NA,5895.35,NA,1194.07,NA
07-12-99,2300.14,NA,7698.75,NA,NA,NA,87.55,92.41,NA,102.4,NA,NA,NA,5599.94,NA,1190.67,NA
08-12-99,2298.6,NA,7799.23,NA,NA,NA,87.69,93.05,NA,102.74,NA,NA,NA,5458.24,NA,1186.76,NA
09-12-99,2297.94,NA,7841.9,NA,NA,NA,87.69,93.05,NA,102.84,NA,NA,NA,5482.98,NA,1179.67,NA
10-12-99,2298.08,NA,7892.3,NA,NA,NA,87.95,92.79,NA,102.65,NA,NA,NA,4564.78,NA,1178.12,NA
13-12-99,2297.22,NA,7997.68,NA,NA,NA,87.76,92.44,NA,103.17,NA,NA,NA,4567.21,NA,1183.82,NA
14-12-99,2298.38,NA,7943.72,NA,NA,NA,87.76,92.44,NA,103.7,NA,NA,NA,4427.56,NA,1181.12,NA
15-12-99,2294.56,NA,7952.53,NA,NA,NA,87.7,92.63,NA,104.53,NA,NA,NA,4395.34,NA,1179.23,NA
16-12-99,2288.14,NA,7952.53,NA,NA,NA,87.7,92.63,NA,105.51,NA,NA,NA,4330.56,NA,1178.95,NA
17-12-99,2296.62,NA,8174.11,NA,NA,NA,87.97,93,NA,106.51,NA,NA,NA,4259.02,NA,1179.19,NA
20-12-99,2294.71,NA,8347.43,NA,NA,NA,88.37,93.54,NA,106.16,NA,NA,NA,4264.51,NA,1179.97,NA
21-12-99,2294.93,NA,8233.35,NA,NA,NA,88.37,93.54,NA,105.69,NA,NA,NA,,NA,1169.01,NA
22-12-99,2291.53,NA,8263.18,NA,NA,NA,88.72,94.1,NA,105.68,NA,NA,NA,,NA,1172.53,NA
23-12-99,2291.96,NA,8236.58,NA,NA,NA,88.72,94.1,NA,105.33,NA,NA,NA,,NA,1171.43,NA
24-12-99,2295.36,NA,8282.01,NA,NA,NA,88.72,94.1,NA,104.65,NA,NA,NA,,NA,1174.06,NA
27-12-99,2295.36,NA,8282.01,NA,NA,NA,89,94.56,NA,105.23,NA,NA,NA,,NA,1175.61,NA
28-12-99,2293.93,NA,8255.74,NA,NA,NA,89,94.56,NA,105.26,NA,NA,NA,,NA,1178.35,NA
29-12-99,2299.15,NA,8357.19,NA,NA,NA,89.8,95.61,NA,105.36,NA,NA,NA,,NA,1183.82,NA
30-12-99,2303.18,NA,8357.19,NA,NA,NA,89.8,95.61,NA,105.16,NA,NA,NA,,NA,1188.15,NA
31-12-99,2303.18,NA,8357.19,NA,NA,NA,89.8,95.61,NA,105.16,NA,NA,NA,,NA,1188.15,NA
03-01-00,2303.18,NA,8357.19,NA,NA,NA,89.8,95.61,NA,104.87,NA,NA,NA,,NA,1200.43,NA
04-01-00,2300.92,NA,8337.41,NA,NA,NA,89.8,95.61,NA,104.87,NA,NA,NA,,NA,1199.4,NA
05-01-00,2301.09,NA,8249.97,NA,NA,NA,91.28,96.98,NA,105.06,NA,NA,NA,,NA,1202.66,NA
06-01-00,2309.82,NA,8262.23,NA,NA,NA,91.28,96.98,NA,104.93,NA,NA,NA,,NA,1212.55,NA
07-01-00,2312.41,NA,8471.78,NA,NA,NA,91.16,96.73,NA,105.18,NA,NA,NA,,NA,1212.55,NA
10-01-00,2312.41,NA,8752.14,NA,NA,NA,90.2,95.05,NA,105.18,NA,NA,NA,,NA,1212.55,NA
11-01-00,2293.54,NA,8775.57,NA,NA,NA,90.2,95.05,NA,105.52,NA,NA,NA,,NA,1212.55,NA
12-01-00,2302.04,NA,8728.11,NA,NA,NA,89.26,93.95,NA,105.39,NA,NA,NA,,NA,1267.52,NA
13-01-00,2308.55,NA,8721.48,NA,NA,NA,89.26,93.95,NA,105.42,NA,NA,NA,,NA,1295.55,NA
14-01-00,2308.55,NA,8797.66,NA,NA,NA,89.26,93.95,NA,106,NA,NA,5395.5,,NA,1318.11,NA
17-01-00,2308.55,NA,8998.27,NA,NA,NA,88.31,92.59,NA,105.45,NA,NA,5436.68,,NA,1329.89,NA
18-01-00,2308.55,NA,8948.62,NA,NA,NA,88.31,92.59,NA,105.31,NA,NA,5499.07,,NA,1322.14,NA
19-01-00,2308.55,NA,8924.83,NA,NA,NA,88.42,92.59,NA,104.84,NA,NA,5532.29,,NA,1315.98,NA
20-01-00,2308.55,NA,8934.72,NA,NA,NA,88.42,92.59,NA,104.81,NA,NA,5545.83,,NA,1306.48,NA
21-01-00,2308.55,NA,8826.7,NA,NA,NA,88.26,92.59,NA,104.81,NA,NA,5561.07,,NA,1300.02,NA
24-01-00,2308.55,NA,8795.76,NA,NA,NA,87.8,91.82,NA,105.2,NA,NA,5561.07,,NA,1305.94,NA
25-01-00,2308.55,NA,8561.69,NA,NA,NA,87.8,91.82,NA,105.22,NA,NA,5655.6,,NA,1308.04,NA
26-01-00,2308.55,NA,8446.01,NA,NA,NA,86.85,91.57,NA,105.35,NA,NA,5669.23,,NA,1310.59,NA
27-01-00,2308.55,NA,8434.32,NA,NA,NA,86.85,91.57,NA,105.17,NA,NA,5712.31,,NA,1323.24,NA
28-01-00,2308.55,NA,8313.9,NA,NA,NA,86.59,91.23,NA,104.65,NA,NA,5742.96,,NA,1336.55,NA
31-01-00,2308.55,NA,8249.35,NA,NA,NA,86.25,90.82,NA,104.5,NA,NA,5752.9,,NA,1340.1,NA
01-02-00,2308.55,NA,8532.03,NA,NA,NA,86.25,90.82,NA,104.71,NA,NA,5780.24,,NA,1347.59,NA
02-02-00,2308.55,NA,8513.14,NA,NA,NA,85.61,90.61,NA,104.56,NA,NA,5831.51,,NA,1338.48,NA
03-02-00,2308.55,NA,8562.83,NA,NA,NA,85.61,90.61,NA,104.51,NA,NA,5858.48,,NA,1330.07,NA
04-02-00,2308.55,NA,8464.74,NA,NA,NA,85.66,90.54,NA,104.47,NA,NA,5952.79,,NA,1316.28,NA
07-02-00,2273.15,NA,8627.63,NA,NA,NA,85.48,90.5,NA,104.32,NA,NA,6132.15,,NA,1309.15,NA
08-02-00,2270.45,NA,8660.5,NA,NA,NA,85.48,90.5,NA,104.36,NA,NA,6215.61,,NA,1312.48,NA
09-02-00,2261.13,NA,8704.6,NA,NA,NA,85.41,90.5,NA,104.54,NA,NA,6298.6,,NA,1322.65,NA
10-02-00,2265.57,NA,8573.19,NA,NA,NA,85.41,90.5,NA,104.65,NA,NA,6346.29,,NA,1333.16,NA
11-02-00,2265.41,NA,8462.87,NA,NA,NA,85.37,90.5,NA,104.43,NA,NA,6235.55,,NA,1335.57,NA
14-02-00,2248.77,NA,8352.93,NA,NA,NA,85.37,90.5,NA,104.09,NA,NA,6098.42,,NA,1329.72,NA
15-02-00,2244.39,NA,8266.71,NA,NA,NA,85.37,90.5,NA,104.09,NA,NA,6000.21,,NA,1327.42,NA
16-02-00,2250.45,NA,8187.85,NA,NA,NA,85.47,90.43,NA,104.08,NA,NA,5959.47,,NA,1325.19,NA
17-02-00,2248.16,NA,8339.28,NA,NA,NA,85.47,90.43,NA,103.86,NA,NA,5965.99,,NA,1326.33,NA
18-02-00,2247.09,NA,8302.28,NA,NA,NA,85.36,90.33,NA,104.33,NA,NA,5966.32,,NA,1327.99,NA
21-02-00,2247.09,NA,8115.6,NA,NA,NA,85.25,90.33,NA,104.02,NA,NA,5982.03,,NA,1332.22,NA
22-02-00,2247.09,NA,7930.86,NA,NA,NA,85.25,90.33,NA,104.02,NA,NA,5993.14,,NA,1328.7,NA
23-02-00,2247.09,NA,7996.26,NA,NA,NA,85.26,90.35,NA,103.68,NA,NA,5957.98,,NA,1329.19,NA
24-02-00,2269.1,NA,8000.85,NA,NA,NA,85.26,90.35,NA,102.26,NA,NA,5957.98,,NA,1321.92,NA
25-02-00,2282.44,NA,7887.76,NA,NA,NA,84.89,89.71,NA,102.07,NA,NA,5946.6,,NA,1320.14,NA
28-02-00,2276.54,NA,7772.35,NA,NA,NA,84.83,89.55,NA,101.73,NA,NA,5987.89,,NA,1323.12,NA
29-02-00,2294.95,NA,7733.24,NA,NA,NA,84.83,89.55,NA,101.77,NA,NA,5955.73,,NA,1320.13,NA
01-03-00,2277.89,NA,7853.51,NA,NA,NA,84.88,89.55,NA,101.77,NA,NA,5920.69,,NA,1317.12,NA
02-03-00,2254.84,NA,7772.88,NA,NA,NA,84.88,89.55,NA,101.77,NA,NA,5862.3,,NA,1321.02,NA
03-03-00,2254.84,NA,7779.48,NA,NA,NA,84.99,89.69,NA,102.57,NA,NA,5833.7,,NA,1324.86,NA
06-03-00,2255.48,NA,7837.15,NA,NA,NA,84.66,89.52,NA,102.33,NA,NA,5831.9,,NA,1326.39,NA
07-03-00,2263.92,NA,7839.7,NA,NA,NA,84.66,89.52,NA,102.49,NA,NA,5929.1,,NA,1335.56,NA
08-03-00,2248.95,NA,7778.76,NA,NA,NA,84.63,89.39,NA,102.03,NA,NA,5920.1,,NA,1334.49,NA
09-03-00,2248.95,NA,7695.41,NA,NA,NA,84.63,89.39,NA,102.07,NA,NA,5904.87,,NA,1334.11,NA
10-03-00,2220.54,NA,7673.95,NA,NA,NA,83.71,87.86,NA,101.36,NA,NA,5904.87,,NA,1334.11,NA
13-03-00,2214.22,NA,7408.71,NA,NA,NA,83.7,87.86,NA,101.12,NA,NA,5878.01,,NA,1336.04,NA
14-03-00,2218.35,NA,7575.34,NA,NA,NA,83.7,87.86,NA,100.91,NA,NA,5845.47,,NA,1337.96,NA
15-03-00,2181.01,NA,7573.51,NA,NA,NA,83.68,87.85,NA,100.68,NA,NA,5845.47,,NA,1338.83,NA
16-03-00,2183.61,NA,7715.72,NA,NA,NA,83.68,87.85,NA,100.65,NA,NA,5845.47,,NA,1338.83,NA
17-03-00,2181.96,NA,7781.96,NA,NA,NA,83.68,87.85,NA,100.42,NA,NA,5856.17,,NA,1338.83,NA
20-03-00,2180.51,NA,7804.15,NA,NA,NA,83.68,87.69,NA,99.8,NA,NA,5852.28,,NA,1338.83,NA
21-03-00,2207.9,NA,7804.15,NA,NA,NA,83.68,87.69,NA,99.63,NA,NA,5852.28,,NA,1342.84,NA
22-03-00,2210.38,NA,7857.49,NA,NA,NA,84.09,87.56,NA,99.26,NA,NA,5900.55,,NA,1351.31,NA
23-03-00,2211.56,NA,7922.86,NA,NA,NA,84.09,87.56,NA,99.53,NA,NA,5871.6,,NA,1349.28,NA
24-03-00,2202.87,NA,7985.54,NA,NA,NA,83.71,87.17,NA,99.78,NA,NA,5973.1,,NA,1349.28,NA
27-03-00,2194.18,NA,8013.11,NA,NA,NA,83.71,87.18,NA,99.7,NA,NA,5970.89,,NA,1346.64,NA
28-03-00,2218.09,NA,7867.23,NA,NA,NA,83.71,87.18,NA,99.4,NA,NA,5978.07,,NA,1347.87,NA
29-03-00,2209.76,NA,7913.46,NA,NA,NA,83.24,86.59,NA,98.93,NA,NA,5982.58,,NA,1341.31,NA
30-03-00,2209.76,NA,7736.59,NA,NA,NA,83.24,86.59,NA,98.96,NA,NA,5997.84,,NA,1342.96,NA
31-03-00,2233.18,NA,7765.41,NA,NA,NA,83.21,86.9,NA,98.96,NA,NA,5997.84,,NA,1335.8,NA
03-04-00,2230.39,NA,7790.23,NA,NA,NA,83.55,86.81,NA,98.68,NA,NA,5997.84,,NA,1341.26,NA
04-04-00,2244.62,NA,7842.95,NA,NA,NA,83.55,86.81,NA,96.36,NA,NA,5932.33,,NA,1340.86,NA
05-04-00,2244.62,NA,7559.43,NA,NA,NA,83.5,86.83,NA,96.36,NA,NA,5939.24,,NA,1340.86,NA
06-04-00,2244.62,NA,7664.69,NA,NA,NA,83.5,86.83,NA,96.32,NA,NA,5947.29,,NA,1340.86,NA
07-04-00,2244.62,NA,7646.53,NA,NA,NA,83.45,86.83,NA,96.12,NA,NA,5894.55,,NA,1340.86,NA
10-04-00,2244.62,NA,7676.87,NA,NA,NA,83.43,86.77,NA,95.95,NA,NA,5896.08,,NA,1336.35,NA
11-04-00,2195.85,NA,7537.15,NA,NA,NA,83.43,86.77,NA,95.77,NA,NA,5896.08,,NA,1336.37,NA
12-04-00,2195.85,NA,7459.61,NA,NA,NA,83.24,86.59,NA,95.9,NA,NA,5885.61,,NA,1336.03,NA
13-04-00,2195.85,NA,7204.77,NA,NA,NA,83.24,86.59,NA,95.64,NA,NA,5890.14,,NA,1335.14,NA
14-04-00,2195.5,NA,6982.73,NA,NA,NA,83.09,86.68,NA,95.76,NA,NA,5899.56,,NA,1332.7,NA
17-04-00,2190.24,NA,6452.53,NA,NA,NA,82.84,86.33,NA,95.88,NA,NA,5879.1,,NA,1335.23,NA
18-04-00,2193.07,NA,6718.31,NA,NA,NA,82.84,86.33,NA,96.16,NA,NA,5879.1,,NA,1330.4,NA
19-04-00,2206.23,NA,6832.5,NA,NA,NA,82.84,86.34,NA,96.46,NA,NA,5849.1,,NA,1321.71,NA
20-04-00,2197,NA,6984.48,NA,NA,NA,82.84,86.34,NA,96.98,NA,NA,5863.4,,NA,1320.08,NA
21-04-00,2197,NA,6984.48,NA,NA,NA,82.83,86.34,NA,96.89,NA,NA,5863.4,,NA,1321.39,NA
24-04-00,2197,NA,6984.48,NA,NA,NA,82.83,86.34,NA,96.97,NA,NA,5863.4,,NA,1323.2,NA
25-04-00,2190.23,NA,7142.71,NA,NA,NA,82.83,86.34,NA,96.71,NA,NA,5863.2,,NA,1314.57,NA
26-04-00,2181.65,NA,7204.05,NA,NA,NA,82.74,86.23,NA,97.2,NA,NA,5863.6,,NA,1306.74,NA
27-04-00,2175.89,NA,7204.05,NA,NA,NA,82.74,86.23,NA,97.48,NA,NA,5872.7,,NA,1314.51,NA
28-04-00,2162.2,NA,7250.19,NA,NA,NA,82.74,86.19,NA,97.86,NA,NA,5892.8,,NA,1320.15,NA
01-05-00,2162.2,NA,7250.19,NA,NA,NA,82.74,86.19,NA,97.86,NA,NA,5892.8,,NA,1320.15,NA
02-05-00,2162.2,NA,7257.04,NA,NA,NA,82.74,86.19,NA,98.29,NA,NA,5892.8,,NA,1331.2,NA
03-05-00,2164.78,NA,7317.5,NA,NA,NA,82.75,86.14,NA,98.83,NA,NA,5885.4,,NA,1333.21,NA
04-05-00,2164.78,NA,7282.19,NA,NA,NA,82.75,86.14,NA,98.94,NA,NA,5874.1,,NA,1340.81,NA
05-05-00,2164.78,NA,7267.39,NA,NA,NA,82.89,86.41,NA,99.5,NA,NA,5903,,NA,1330.8,NA
08-05-00,2164.78,NA,7304.23,NA,NA,NA,83.09,86.76,NA,99.79,NA,NA,5939.3,,NA,1340.91,NA
09-05-00,2163.1,NA,7431.76,NA,NA,NA,83.09,86.76,NA,99.86,NA,NA,5961.2,,NA,1334.24,NA
10-05-00,2144.55,NA,7476.38,NA,NA,NA,83.27,87.11,NA,99.89,NA,NA,5971.8,,NA,1331.46,NA
11-05-00,2144.3,NA,7347.44,NA,NA,NA,83.27,87.11,NA,99.97,NA,NA,5970.8,,NA,1327.03,NA
12-05-00,2106.59,NA,7331.69,NA,NA,NA,83.24,87.1,NA,100.08,NA,NA,5958.5,,NA,1327.3,NA
15-05-00,2122.36,NA,7356.08,NA,NA,NA,83.24,87.1,NA,100.19,NA,NA,5972.3,,NA,1327.3,NA
16-05-00,2106.05,NA,7419.53,NA,NA,NA,83.24,87.1,NA,100.08,NA,NA,5993.84,,NA,1330.71,NA
17-05-00,2104.62,NA,7308.84,NA,NA,NA,83.04,87.1,NA,100.21,NA,NA,6026.19,,NA,1338.44,NA
18-05-00,2104.62,NA,7267.72,NA,NA,NA,83.04,87.1,NA,100.28,NA,NA,6082.98,,NA,1339.73,NA
19-05-00,2104.62,NA,7112.36,NA,NA,NA,82.81,87.03,NA,100.07,NA,NA,6126.04,,NA,1342.44,NA
22-05-00,2088.67,NA,7072.6,NA,NA,NA,82.85,87.13,NA,100.48,NA,NA,6152.77,,NA,1342.21,NA
23-05-00,2088.67,NA,7107.26,NA,NA,NA,82.85,87.13,NA,100.29,NA,NA,6188.1,,NA,1342.21,NA
24-05-00,2088.67,NA,6983.77,NA,NA,NA,82.79,87.04,NA,100.29,NA,NA,6188,,NA,1337.72,NA
25-05-00,2088.67,NA,7108.61,NA,NA,NA,82.79,87.04,NA,100.41,NA,NA,6188,,NA,1333.12,NA
26-05-00,2088.67,NA,7076.71,NA,NA,NA,82.21,86.26,NA,100.23,NA,NA,6101.46,,NA,1332.72,NA
29-05-00,2088.67,NA,7146.48,NA,NA,NA,82.2,86.26,NA,99.64,NA,NA,6101.46,,NA,1336.3,NA
30-05-00,2088.67,NA,7196.23,NA,NA,NA,82.2,86.26,NA,99.42,NA,NA,6080.4,,NA,1304.68,NA
31-05-00,2088.67,NA,7175.9,NA,NA,NA,82.19,86.25,NA,99,NA,NA,6095.4,,NA,1328.2,NA
01-06-00,2088.67,NA,7208.44,NA,NA,NA,82.19,86.25,NA,98.28,NA,NA,6094.9,,NA,1337.33,NA
02-06-00,2048.38,NA,7325.83,NA,NA,NA,82.66,87.04,NA,98.13,NA,NA,6150.4,,NA,1341.8,NA
05-06-00,2042.59,NA,7366,NA,NA,NA,82.66,87.04,NA,98.27,NA,NA,6151.68,,NA,1348,NA
06-06-00,2047.98,NA,7493.21,NA,NA,NA,82.66,87.04,NA,98.18,NA,NA,6196.81,,NA,1344.8,NA
07-06-00,2049.42,NA,7560.75,NA,NA,NA,82.15,86.13,NA,97.92,NA,NA,6196.81,,NA,1345.4,NA
08-06-00,2050.21,NA,7581.74,NA,NA,NA,82.15,86.13,NA,97.92,NA,NA,6211.4,,NA,1345.23,NA
09-06-00,2055.51,NA,7619.16,NA,NA,NA,82.71,86.96,NA,97.98,NA,NA,6209.04,,NA,1346.8,NA
12-06-00,2044.44,NA,7710.14,NA,NA,NA,82.71,86.96,NA,98.03,NA,NA,6177.9,,NA,1345.6,NA
13-06-00,2035.79,NA,7654.85,NA,NA,NA,82.71,86.96,NA,97.61,NA,NA,6152.04,,NA,1345.6,NA
14-06-00,2013.66,NA,7597.55,NA,NA,NA,82.71,86.96,NA,97.65,NA,NA,6152.04,,NA,1349.3,NA
15-06-00,1990.3,NA,7558.12,NA,NA,NA,82.71,86.96,NA,98.05,NA,NA,6189.16,,NA,1349.3,NA
16-06-00,1992.68,NA,7558.12,NA,NA,NA,82.7,86.88,NA,98.32,NA,NA,6210.32,,NA,1349.3,NA
19-06-00,1994.33,NA,7570.25,NA,NA,NA,82.71,86.84,NA,98.54,NA,NA,6246.57,,NA,1338.6,NA
20-06-00,2001.88,NA,7595.16,NA,NA,NA,82.71,86.84,NA,98.56,NA,NA,6272.8,,NA,1343.5,NA
21-06-00,1992.82,NA,7521.81,NA,NA,NA,82.7,86.84,NA,98.69,NA,NA,6317.1,,NA,1346.2,NA
22-06-00,2002.27,NA,7486.82,NA,NA,NA,82.7,86.84,NA,98.69,NA,NA,6352.42,,NA,1355.1,NA
23-06-00,2002.43,NA,7438.49,NA,NA,NA,82.72,86.8,NA,98.54,NA,NA,6365.25,,NA,1349.72,NA
26-06-00,1999.07,NA,7498.31,NA,NA,NA,82.26,86.09,NA,98.8,NA,NA,6401.4,,NA,1348.83,NA
27-06-00,1989.4,NA,7504.2,NA,NA,NA,82.26,86.09,NA,98.69,NA,NA,6422.11,,NA,1349.91,NA
28-06-00,1997.54,NA,7523.13,NA,NA,NA,82.15,86.09,NA,98.69,NA,NA,6433.9,,NA,1351.02,NA
29-06-00,2003.1,NA,7497.68,NA,NA,NA,82.15,86.09,NA,99.04,NA,NA,6458.65,,NA,1346.04,NA
30-06-00,2003.1,NA,7570.39,NA,NA,NA,82.16,86.06,NA,99.19,NA,NA,6466.7,,NA,1345.11,NA
03-07-00,1993.17,NA,7600.9,NA,NA,NA,81.95,85.67,NA,100,NA,NA,6484.6,,NA,1339.68,NA
04-07-00,1996.65,NA,7642.25,NA,NA,NA,81.95,85.67,NA,99.95,NA,NA,6492.2,,NA,1351.91,NA
05-07-00,2000.18,NA,7689.02,NA,NA,NA,81.95,85.67,NA,99.27,NA,NA,6530.5,,NA,1357.68,NA
06-07-00,1995.15,NA,7634.42,NA,NA,NA,81.95,85.67,NA,98.99,NA,NA,6554.7,,NA,1364.78,NA
07-07-00,2002.43,NA,7582.9,NA,NA,NA,81.56,85.11,NA,98.91,NA,NA,6539,,NA,1366.39,NA
10-07-00,2002.43,NA,7638.7,NA,NA,NA,81.29,85.39,NA,98.95,NA,NA,6570.6,,NA,1363.23,NA
11-07-00,1989.4,NA,7641.33,NA,NA,NA,81.29,85.39,NA,98.84,NA,NA,6669.1,,NA,1368.62,NA
12-07-00,1989.4,NA,7764.31,NA,NA,NA,81.44,86.1,NA,98.72,NA,NA,6750.1,,NA,1362.59,NA
13-07-00,1998.69,NA,7780.73,NA,NA,NA,81.44,86.1,NA,98.83,NA,NA,6750.1,,NA,1370.93,NA
14-07-00,1993.43,NA,7877.93,NA,NA,NA,81.49,86.19,NA,98.19,NA,NA,6938.7,,NA,1378.51,NA
17-07-00,1993.43,NA,7868.98,NA,NA,NA,81.45,86.27,NA,98.2,NA,NA,7116.5,,NA,1383,NA
18-07-00,1993.43,NA,7844.54,NA,NA,NA,81.45,86.27,NA,98.28,NA,NA,7093.7,,NA,1383,NA
19-07-00,2011.69,NA,7852.05,NA,NA,NA,81.07,85.71,NA,98.41,NA,NA,6939.1,,NA,1394.45,NA
